camera_id,timestamp_vn,motorbike,car,truck,bus,total,file
cam3,2026-01-08 20:01:12,29,7,0,0,36,data/cam3/cam3_20260108_130112.jpg
cam4,2026-01-08 20:01:13,39,5,0,1,45,data/cam4/cam4_20260108_130113.jpg
cam5,2026-01-08 20:01:14,16,18,0,0,34,data/cam5/cam5_20260108_130114.jpg
cam6,2026-01-08 20:01:14,44,5,0,0,49,data/cam6/cam6_20260108_130114.jpg
cam7,2026-01-08 20:01:15,27,1,0,2,30,data/cam7/cam7_20260108_130115.jpg
cam8,2026-01-08 20:01:16,35,8,1,0,44,data/cam8/cam8_20260108_130116.jpg
cam1,2026-01-08 20:06:11,51,26,0,1,78,data/cam1/cam1_20260108_130611.jpg
cam2,2026-01-08 20:06:12,26,1,0,0,27,data/cam2/cam2_20260108_130612.jpg
cam3,2026-01-08 20:06:12,42,2,0,1,45,data/cam3/cam3_20260108_130612.jpg
cam4,2026-01-08 20:06:13,52,6,0,0,58,data/cam4/cam4_20260108_130613.jpg
cam5,2026-01-08 20:06:14,10,11,0,0,21,data/cam5/cam5_20260108_130614.jpg
cam6,2026-01-08 20:06:14,28,7,1,0,36,data/cam6/cam6_20260108_130614.jpg
cam7,2026-01-08 20:06:15,17,1,0,0,18,data/cam7/cam7_20260108_130615.jpg
cam8,2026-01-08 20:06:16,36,10,1,0,47,data/cam8/cam8_20260108_130616.jpg
cam1,2026-01-08 20:11:11,17,8,0,0,25,data/cam1/cam1_20260108_131111.jpg
cam2,2026-01-08 20:11:12,17,4,0,0,21,data/cam2/cam2_20260108_131112.jpg
cam3,2026-01-08 20:11:12,23,6,0,1,30,data/cam3/cam3_20260108_131112.jpg
cam4,2026-01-08 20:11:13,31,6,1,1,39,data/cam4/cam4_20260108_131113.jpg
cam5,2026-01-08 20:11:14,15,4,0,0,19,data/cam5/cam5_20260108_131114.jpg
cam6,2026-01-08 20:11:14,13,2,0,0,15,data/cam6/cam6_20260108_131114.jpg
cam7,2026-01-08 20:11:15,25,1,1,0,27,data/cam7/cam7_20260108_131115.jpg
cam8,2026-01-08 20:11:15,16,4,1,0,21,data/cam8/cam8_20260108_131115.jpg
cam1,2026-01-08 20:16:11,22,13,0,1,36,data/cam1/cam1_20260108_131611.jpg
cam2,2026-01-08 20:16:12,31,4,0,0,35,data/cam2/cam2_20260108_131612.jpg
cam3,2026-01-08 20:16:12,22,2,0,1,25,data/cam3/cam3_20260108_131612.jpg
cam4,2026-01-08 20:16:13,35,10,2,1,48,data/cam4/cam4_20260108_131613.jpg
cam5,2026-01-08 20:16:14,13,7,1,3,24,data/cam5/cam5_20260108_131614.jpg
cam6,2026-01-08 20:16:14,42,2,0,0,44,data/cam6/cam6_20260108_131614.jpg
cam7,2026-01-08 20:16:15,38,2,0,0,40,data/cam7/cam7_20260108_131615.jpg
cam8,2026-01-08 20:16:15,24,9,0,1,34,data/cam8/cam8_20260108_131615.jpg
cam1,2026-01-08 20:21:11,25,9,0,0,34,data/cam1/cam1_20260108_132111.jpg
cam2,2026-01-08 20:21:12,29,9,0,0,38,data/cam2/cam2_20260108_132112.jpg
cam3,2026-01-08 20:21:12,37,6,0,0,43,data/cam3/cam3_20260108_132112.jpg
cam4,2026-01-08 20:21:13,28,8,1,0,37,data/cam4/cam4_20260108_132113.jpg
cam5,2026-01-08 20:21:14,21,19,1,0,41,data/cam5/cam5_20260108_132114.jpg
cam6,2026-01-08 20:21:14,22,2,6,2,32,data/cam6/cam6_20260108_132114.jpg
cam7,2026-01-08 20:21:15,23,2,1,0,26,data/cam7/cam7_20260108_132115.jpg
cam8,2026-01-08 20:21:16,36,7,0,0,43,data/cam8/cam8_20260108_132116.jpg
cam1,2026-01-08 20:26:11,29,18,2,0,49,data/cam1/cam1_20260108_132611.jpg
cam2,2026-01-08 20:26:12,11,5,1,0,17,data/cam2/cam2_20260108_132612.jpg
cam3,2026-01-08 20:26:15,23,5,0,0,28,data/cam3/cam3_20260108_132615.jpg
cam4,2026-01-08 20:26:17,40,4,0,0,44,data/cam4/cam4_20260108_132617.jpg
cam5,2026-01-08 20:26:19,12,11,0,1,24,data/cam5/cam5_20260108_132619.jpg
cam6,2026-01-08 20:26:22,30,5,2,1,38,data/cam6/cam6_20260108_132622.jpg
cam7,2026-01-08 20:26:25,30,3,0,0,33,data/cam7/cam7_20260108_132625.jpg
cam8,2026-01-08 20:26:29,38,8,0,1,47,data/cam8/cam8_20260108_132629.jpg
cam1,2026-01-08 20:31:11,20,9,0,0,29,data/cam1/cam1_20260108_133111.jpg
cam2,2026-01-08 20:31:12,11,4,1,0,16,data/cam2/cam2_20260108_133112.jpg
cam3,2026-01-08 20:31:12,34,2,2,0,38,data/cam3/cam3_20260108_133112.jpg
cam4,2026-01-08 20:31:13,53,11,1,0,65,data/cam4/cam4_20260108_133113.jpg
cam5,2026-01-08 20:31:14,10,12,0,2,24,data/cam5/cam5_20260108_133114.jpg
cam6,2026-01-08 20:31:14,37,0,0,1,38,data/cam6/cam6_20260108_133114.jpg
cam7,2026-01-08 20:31:15,33,5,0,1,39,data/cam7/cam7_20260108_133115.jpg
cam8,2026-01-08 20:31:16,22,13,0,0,35,data/cam8/cam8_20260108_133116.jpg
cam1,2026-01-08 20:36:11,18,9,0,1,28,data/cam1/cam1_20260108_133611.jpg
cam2,2026-01-08 20:36:19,36,6,0,0,42,data/cam2/cam2_20260108_133619.jpg
cam3,2026-01-08 20:36:20,24,2,0,0,26,data/cam3/cam3_20260108_133620.jpg
cam4,2026-01-08 20:36:21,38,6,2,0,46,data/cam4/cam4_20260108_133621.jpg
cam5,2026-01-08 20:36:21,23,13,0,1,37,data/cam5/cam5_20260108_133621.jpg
cam6,2026-01-08 20:36:22,62,2,1,1,66,data/cam6/cam6_20260108_133622.jpg
cam7,2026-01-08 20:36:23,16,2,0,0,18,data/cam7/cam7_20260108_133623.jpg
cam8,2026-01-08 20:36:23,33,7,2,1,43,data/cam8/cam8_20260108_133623.jpg
cam1,2026-01-08 20:41:11,41,19,1,1,62,data/cam1/cam1_20260108_134111.jpg
cam2,2026-01-08 20:41:12,24,4,0,0,28,data/cam2/cam2_20260108_134112.jpg
cam3,2026-01-08 20:41:12,24,5,0,0,29,data/cam3/cam3_20260108_134112.jpg
cam4,2026-01-08 20:41:13,30,14,0,0,44,data/cam4/cam4_20260108_134113.jpg
cam5,2026-01-08 20:41:14,15,15,0,2,32,data/cam5/cam5_20260108_134114.jpg
cam6,2026-01-08 20:41:15,40,3,2,0,45,data/cam6/cam6_20260108_134115.jpg
cam7,2026-01-08 20:41:15,10,3,0,0,13,data/cam7/cam7_20260108_134115.jpg
cam8,2026-01-08 20:41:16,18,5,2,0,25,data/cam8/cam8_20260108_134116.jpg
cam1,2026-01-08 20:46:11,19,6,0,0,25,data/cam1/cam1_20260108_134611.jpg
cam2,2026-01-08 20:46:12,24,0,0,0,24,data/cam2/cam2_20260108_134612.jpg
cam3,2026-01-08 20:46:13,17,4,0,0,21,data/cam3/cam3_20260108_134613.jpg
cam4,2026-01-08 20:46:14,30,4,1,0,35,data/cam4/cam4_20260108_134614.jpg
cam5,2026-01-08 20:46:15,22,20,0,0,42,data/cam5/cam5_20260108_134615.jpg
cam6,2026-01-08 20:46:15,35,6,2,0,43,data/cam6/cam6_20260108_134615.jpg
cam7,2026-01-08 20:46:16,19,5,0,0,24,data/cam7/cam7_20260108_134616.jpg
cam8,2026-01-08 20:46:17,28,3,0,2,33,data/cam8/cam8_20260108_134617.jpg
cam1,2026-01-08 20:53:54,49,15,0,2,66,data/cam1/cam1_20260108_135354.jpg
cam2,2026-01-08 20:53:55,25,6,1,0,32,data/cam2/cam2_20260108_135355.jpg
cam3,2026-01-08 20:53:56,23,5,0,1,29,data/cam3/cam3_20260108_135356.jpg
cam4,2026-01-08 20:53:57,48,4,0,1,53,data/cam4/cam4_20260108_135357.jpg
cam5,2026-01-08 20:53:57,19,16,1,0,36,data/cam5/cam5_20260108_135357.jpg
cam6,2026-01-08 20:53:58,22,1,0,0,23,data/cam6/cam6_20260108_135358.jpg
cam7,2026-01-08 20:53:58,21,3,0,0,24,data/cam7/cam7_20260108_135358.jpg
cam8,2026-01-08 20:53:59,30,7,0,0,37,data/cam8/cam8_20260108_135359.jpg
cam1,2026-01-08 20:58:54,22,10,0,0,32,data/cam1/cam1_20260108_135854.jpg
cam2,2026-01-08 20:58:55,19,1,0,0,20,data/cam2/cam2_20260108_135855.jpg
cam3,2026-01-08 20:58:56,21,7,1,2,31,data/cam3/cam3_20260108_135856.jpg
cam4,2026-01-08 20:58:56,39,2,1,0,42,data/cam4/cam4_20260108_135856.jpg
cam5,2026-01-08 20:58:57,16,18,0,0,34,data/cam5/cam5_20260108_135857.jpg
cam6,2026-01-08 20:58:57,59,1,0,0,60,data/cam6/cam6_20260108_135857.jpg
cam7,2026-01-08 20:58:58,14,0,0,0,14,data/cam7/cam7_20260108_135858.jpg
cam8,2026-01-08 20:58:59,20,12,0,0,32,data/cam8/cam8_20260108_135859.jpg
cam1,2026-01-08 21:03:54,33,8,0,0,41,data/cam1/cam1_20260108_140354.jpg
cam2,2026-01-08 21:03:55,22,3,0,0,25,data/cam2/cam2_20260108_140355.jpg
cam3,2026-01-08 21:03:55,21,7,0,0,28,data/cam3/cam3_20260108_140355.jpg
cam4,2026-01-08 21:03:56,15,10,1,1,27,data/cam4/cam4_20260108_140356.jpg
cam5,2026-01-08 21:03:57,15,19,0,0,34,data/cam5/cam5_20260108_140357.jpg
cam6,2026-01-08 21:03:57,29,3,2,0,34,data/cam6/cam6_20260108_140357.jpg
cam7,2026-01-08 21:03:58,11,1,2,0,14,data/cam7/cam7_20260108_140358.jpg
cam8,2026-01-08 21:03:59,24,8,1,0,33,data/cam8/cam8_20260108_140359.jpg
cam1,2026-01-08 21:08:54,28,9,0,1,38,data/cam1/cam1_20260108_140854.jpg
cam2,2026-01-08 21:08:55,22,5,1,0,28,data/cam2/cam2_20260108_140855.jpg
cam3,2026-01-08 21:08:55,26,2,0,0,28,data/cam3/cam3_20260108_140855.jpg
cam4,2026-01-08 21:08:56,43,5,0,0,48,data/cam4/cam4_20260108_140856.jpg
cam5,2026-01-08 21:08:57,25,9,1,0,35,data/cam5/cam5_20260108_140857.jpg
cam6,2026-01-08 21:08:57,33,2,1,2,38,data/cam6/cam6_20260108_140857.jpg
cam7,2026-01-08 21:08:58,24,0,0,0,24,data/cam7/cam7_20260108_140858.jpg
cam8,2026-01-08 21:08:59,23,10,0,0,33,data/cam8/cam8_20260108_140859.jpg
cam1,2026-01-08 21:13:54,44,12,0,0,56,data/cam1/cam1_20260108_141354.jpg
cam2,2026-01-08 21:13:55,14,3,0,0,17,data/cam2/cam2_20260108_141355.jpg
cam3,2026-01-08 21:13:56,19,4,1,0,24,data/cam3/cam3_20260108_141356.jpg
cam4,2026-01-08 21:13:56,34,2,0,0,36,data/cam4/cam4_20260108_141356.jpg
cam5,2026-01-08 21:13:57,7,8,0,0,15,data/cam5/cam5_20260108_141357.jpg
cam6,2026-01-08 21:13:58,15,2,0,0,17,data/cam6/cam6_20260108_141358.jpg
cam7,2026-01-08 21:13:58,19,2,0,0,21,data/cam7/cam7_20260108_141358.jpg
cam8,2026-01-08 21:13:59,36,10,0,0,46,data/cam8/cam8_20260108_141359.jpg
cam1,2026-01-08 21:18:54,25,8,1,0,34,data/cam1/cam1_20260108_141854.jpg
cam2,2026-01-08 21:18:55,14,2,0,0,16,data/cam2/cam2_20260108_141855.jpg
cam3,2026-01-08 21:18:56,30,2,0,0,32,data/cam3/cam3_20260108_141856.jpg
cam4,2026-01-08 21:18:56,39,8,0,0,47,data/cam4/cam4_20260108_141856.jpg
cam5,2026-01-08 21:18:57,13,12,0,0,25,data/cam5/cam5_20260108_141857.jpg
cam6,2026-01-08 21:18:58,38,3,0,0,41,data/cam6/cam6_20260108_141858.jpg
cam7,2026-01-08 21:18:58,13,3,0,0,16,data/cam7/cam7_20260108_141858.jpg
cam8,2026-01-08 21:18:59,36,6,0,1,43,data/cam8/cam8_20260108_141859.jpg
cam1,2026-01-08 21:23:54,19,8,0,1,28,data/cam1/cam1_20260108_142354.jpg
cam2,2026-01-08 21:23:55,28,0,1,0,29,data/cam2/cam2_20260108_142355.jpg
cam3,2026-01-08 21:23:55,18,5,1,1,25,data/cam3/cam3_20260108_142355.jpg
cam4,2026-01-08 21:23:56,23,4,0,0,27,data/cam4/cam4_20260108_142356.jpg
cam5,2026-01-08 21:23:57,6,11,0,1,18,data/cam5/cam5_20260108_142357.jpg
cam6,2026-01-08 21:23:57,17,4,1,2,24,data/cam6/cam6_20260108_142357.jpg
cam7,2026-01-08 21:23:58,21,1,1,0,23,data/cam7/cam7_20260108_142358.jpg
cam8,2026-01-08 21:23:59,24,6,0,1,31,data/cam8/cam8_20260108_142359.jpg
cam1,2026-01-08 21:28:54,54,10,0,0,64,data/cam1/cam1_20260108_142854.jpg
cam2,2026-01-08 21:28:55,16,4,0,0,20,data/cam2/cam2_20260108_142855.jpg
cam3,2026-01-08 21:28:56,29,3,1,0,33,data/cam3/cam3_20260108_142856.jpg
cam4,2026-01-08 21:28:57,24,1,2,1,28,data/cam4/cam4_20260108_142857.jpg
cam5,2026-01-08 21:28:57,2,22,0,1,25,data/cam5/cam5_20260108_142857.jpg
cam6,2026-01-08 21:28:58,31,4,0,0,35,data/cam6/cam6_20260108_142858.jpg
cam7,2026-01-08 21:28:58,10,3,0,0,13,data/cam7/cam7_20260108_142858.jpg
cam8,2026-01-08 21:28:59,22,10,0,0,32,data/cam8/cam8_20260108_142859.jpg
cam1,2026-01-08 21:33:54,15,10,0,1,26,data/cam1/cam1_20260108_143354.jpg
cam2,2026-01-08 21:33:55,10,4,0,0,14,data/cam2/cam2_20260108_143355.jpg
cam3,2026-01-08 21:33:55,22,1,1,0,24,data/cam3/cam3_20260108_143355.jpg
cam4,2026-01-08 21:33:56,24,5,0,0,29,data/cam4/cam4_20260108_143356.jpg
cam5,2026-01-08 21:33:57,10,18,0,0,28,data/cam5/cam5_20260108_143357.jpg
cam6,2026-01-08 21:33:57,39,5,0,0,44,data/cam6/cam6_20260108_143357.jpg
cam7,2026-01-08 21:33:58,16,0,0,0,16,data/cam7/cam7_20260108_143358.jpg
cam8,2026-01-08 21:33:59,28,9,0,0,37,data/cam8/cam8_20260108_143359.jpg
cam1,2026-01-08 21:38:54,24,8,0,1,33,data/cam1/cam1_20260108_143854.jpg
cam2,2026-01-08 21:38:55,26,6,1,0,33,data/cam2/cam2_20260108_143855.jpg
cam3,2026-01-08 21:38:55,16,3,0,0,19,data/cam3/cam3_20260108_143855.jpg
cam4,2026-01-08 21:38:56,25,2,0,0,27,data/cam4/cam4_20260108_143856.jpg
cam5,2026-01-08 21:38:57,8,18,0,0,26,data/cam5/cam5_20260108_143857.jpg
cam6,2026-01-08 21:38:57,49,2,2,0,53,data/cam6/cam6_20260108_143857.jpg
cam7,2026-01-08 21:38:58,17,2,0,0,19,data/cam7/cam7_20260108_143858.jpg
cam8,2026-01-08 21:38:59,29,11,0,0,40,data/cam8/cam8_20260108_143859.jpg
cam1,2026-01-08 21:43:54,12,14,0,0,26,data/cam1/cam1_20260108_144354.jpg
cam2,2026-01-08 21:43:55,25,5,0,0,30,data/cam2/cam2_20260108_144355.jpg
cam3,2026-01-08 21:43:55,28,5,0,0,33,data/cam3/cam3_20260108_144355.jpg
cam4,2026-01-08 21:43:56,33,15,0,0,48,data/cam4/cam4_20260108_144356.jpg
cam5,2026-01-08 21:43:57,10,16,1,1,28,data/cam5/cam5_20260108_144357.jpg
cam6,2026-01-08 21:43:57,14,0,2,0,16,data/cam6/cam6_20260108_144357.jpg
cam7,2026-01-08 21:43:58,20,1,0,0,21,data/cam7/cam7_20260108_144358.jpg
cam8,2026-01-08 21:43:59,19,6,1,0,26,data/cam8/cam8_20260108_144359.jpg
cam1,2026-01-08 21:48:54,26,12,0,0,38,data/cam1/cam1_20260108_144854.jpg
cam2,2026-01-08 21:48:55,23,4,1,0,28,data/cam2/cam2_20260108_144855.jpg
cam3,2026-01-08 21:48:56,14,4,0,0,18,data/cam3/cam3_20260108_144856.jpg
cam4,2026-01-08 21:48:56,15,3,2,0,20,data/cam4/cam4_20260108_144856.jpg
cam5,2026-01-08 21:48:57,9,12,0,0,21,data/cam5/cam5_20260108_144857.jpg
cam6,2026-01-08 21:48:57,25,3,2,0,30,data/cam6/cam6_20260108_144857.jpg
cam7,2026-01-08 21:48:58,7,2,0,0,9,data/cam7/cam7_20260108_144858.jpg
cam8,2026-01-08 21:48:59,20,7,0,0,27,data/cam8/cam8_20260108_144859.jpg
cam1,2026-01-08 21:53:54,15,12,0,0,27,data/cam1/cam1_20260108_145354.jpg
cam2,2026-01-08 21:53:55,16,3,1,0,20,data/cam2/cam2_20260108_145355.jpg
cam3,2026-01-08 21:53:55,17,0,0,0,17,data/cam3/cam3_20260108_145355.jpg
cam4,2026-01-08 21:53:56,22,3,0,0,25,data/cam4/cam4_20260108_145356.jpg
cam5,2026-01-08 21:53:57,14,8,0,0,22,data/cam5/cam5_20260108_145357.jpg
cam6,2026-01-08 21:53:57,33,2,1,0,36,data/cam6/cam6_20260108_145357.jpg
cam7,2026-01-08 21:53:58,15,3,0,0,18,data/cam7/cam7_20260108_145358.jpg
cam8,2026-01-08 21:53:59,29,8,0,0,37,data/cam8/cam8_20260108_145359.jpg
cam1,2026-01-08 21:58:54,24,6,1,0,31,data/cam1/cam1_20260108_145854.jpg
cam2,2026-01-08 21:58:55,39,3,0,0,42,data/cam2/cam2_20260108_145855.jpg
cam3,2026-01-08 21:58:55,30,3,1,0,34,data/cam3/cam3_20260108_145855.jpg
cam4,2026-01-08 21:58:56,22,6,1,0,29,data/cam4/cam4_20260108_145856.jpg
cam5,2026-01-08 21:58:57,7,14,0,0,21,data/cam5/cam5_20260108_145857.jpg
cam6,2026-01-08 21:58:57,51,3,0,0,54,data/cam6/cam6_20260108_145857.jpg
cam7,2026-01-08 21:58:58,15,2,0,1,18,data/cam7/cam7_20260108_145858.jpg
cam8,2026-01-08 21:58:59,21,4,0,0,25,data/cam8/cam8_20260108_145859.jpg
cam1,2026-01-08 22:03:54,22,9,0,0,31,data/cam1/cam1_20260108_150354.jpg
cam2,2026-01-08 22:03:55,20,7,0,0,27,data/cam2/cam2_20260108_150355.jpg
cam3,2026-01-08 22:03:55,15,4,0,0,19,data/cam3/cam3_20260108_150355.jpg
cam4,2026-01-08 22:03:56,23,6,1,0,30,data/cam4/cam4_20260108_150356.jpg
cam5,2026-01-08 22:03:57,15,10,0,0,25,data/cam5/cam5_20260108_150357.jpg
cam6,2026-01-08 22:03:57,16,1,2,1,20,data/cam6/cam6_20260108_150357.jpg
cam7,2026-01-08 22:03:58,9,2,0,0,11,data/cam7/cam7_20260108_150358.jpg
cam8,2026-01-08 22:03:59,29,6,0,0,35,data/cam8/cam8_20260108_150359.jpg
cam1,2026-01-08 22:08:54,20,12,2,1,35,data/cam1/cam1_20260108_150854.jpg
cam2,2026-01-08 22:08:55,15,6,0,0,21,data/cam2/cam2_20260108_150855.jpg
cam3,2026-01-08 22:08:56,13,1,1,0,15,data/cam3/cam3_20260108_150856.jpg
cam4,2026-01-08 22:08:56,19,7,0,1,27,data/cam4/cam4_20260108_150856.jpg
cam5,2026-01-08 22:08:57,10,13,0,1,24,data/cam5/cam5_20260108_150857.jpg
cam6,2026-01-08 22:08:57,46,0,1,0,47,data/cam6/cam6_20260108_150857.jpg
cam7,2026-01-08 22:08:58,17,1,0,0,18,data/cam7/cam7_20260108_150858.jpg
cam8,2026-01-08 22:08:59,29,6,0,0,35,data/cam8/cam8_20260108_150859.jpg
cam1,2026-01-08 22:13:54,35,5,0,1,41,data/cam1/cam1_20260108_151354.jpg
cam2,2026-01-08 22:13:55,13,10,1,0,24,data/cam2/cam2_20260108_151355.jpg
cam3,2026-01-08 22:13:55,16,7,0,0,23,data/cam3/cam3_20260108_151355.jpg
cam4,2026-01-08 22:13:56,23,4,0,0,27,data/cam4/cam4_20260108_151356.jpg
cam5,2026-01-08 22:13:57,11,17,0,0,28,data/cam5/cam5_20260108_151357.jpg
cam6,2026-01-08 22:13:57,36,2,1,0,39,data/cam6/cam6_20260108_151357.jpg
cam7,2026-01-08 22:13:58,13,1,0,1,15,data/cam7/cam7_20260108_151358.jpg
cam8,2026-01-08 22:13:59,24,4,1,2,31,data/cam8/cam8_20260108_151359.jpg
cam1,2026-01-08 22:18:54,12,8,0,2,22,data/cam1/cam1_20260108_151854.jpg
cam2,2026-01-08 22:18:55,24,7,2,0,33,data/cam2/cam2_20260108_151855.jpg
cam3,2026-01-08 22:18:55,25,2,0,1,28,data/cam3/cam3_20260108_151855.jpg
cam4,2026-01-08 22:18:56,14,1,1,0,16,data/cam4/cam4_20260108_151856.jpg
cam5,2026-01-08 22:18:57,5,8,0,0,13,data/cam5/cam5_20260108_151857.jpg
cam6,2026-01-08 22:18:57,43,0,2,0,45,data/cam6/cam6_20260108_151857.jpg
cam7,2026-01-08 22:18:58,11,0,2,0,13,data/cam7/cam7_20260108_151858.jpg
cam8,2026-01-08 22:18:59,21,9,0,0,30,data/cam8/cam8_20260108_151859.jpg
cam1,2026-01-08 22:23:54,32,21,0,0,53,data/cam1/cam1_20260108_152354.jpg
cam2,2026-01-08 22:23:55,12,8,2,1,23,data/cam2/cam2_20260108_152355.jpg
cam3,2026-01-08 22:23:56,18,1,0,0,19,data/cam3/cam3_20260108_152356.jpg
cam4,2026-01-08 22:23:56,27,4,1,1,33,data/cam4/cam4_20260108_152356.jpg
cam5,2026-01-08 22:23:57,12,6,0,0,18,data/cam5/cam5_20260108_152357.jpg
cam6,2026-01-08 22:23:58,22,3,1,1,27,data/cam6/cam6_20260108_152358.jpg
cam7,2026-01-08 22:23:58,11,1,0,0,12,data/cam7/cam7_20260108_152358.jpg
cam8,2026-01-08 22:23:59,21,6,1,1,29,data/cam8/cam8_20260108_152359.jpg
cam1,2026-01-08 22:28:54,16,15,0,1,32,data/cam1/cam1_20260108_152854.jpg
cam2,2026-01-08 22:28:55,10,3,0,0,13,data/cam2/cam2_20260108_152855.jpg
cam3,2026-01-08 22:28:55,16,5,0,0,21,data/cam3/cam3_20260108_152855.jpg
cam4,2026-01-08 22:28:57,26,5,0,2,33,data/cam4/cam4_20260108_152857.jpg
cam5,2026-01-08 22:28:57,16,9,0,3,28,data/cam5/cam5_20260108_152857.jpg
cam6,2026-01-08 22:28:58,29,5,1,1,36,data/cam6/cam6_20260108_152858.jpg
cam7,2026-01-08 22:28:59,19,1,0,0,20,data/cam7/cam7_20260108_152859.jpg
cam8,2026-01-08 22:28:59,23,3,0,2,28,data/cam8/cam8_20260108_152859.jpg
cam1,2026-01-08 22:33:54,18,13,1,0,32,data/cam1/cam1_20260108_153354.jpg
cam2,2026-01-08 22:33:55,18,4,1,0,23,data/cam2/cam2_20260108_153355.jpg
cam3,2026-01-08 22:33:55,14,3,0,0,17,data/cam3/cam3_20260108_153355.jpg
cam4,2026-01-08 22:33:56,23,9,1,0,33,data/cam4/cam4_20260108_153356.jpg
cam5,2026-01-08 22:33:57,17,11,0,0,28,data/cam5/cam5_20260108_153357.jpg
cam6,2026-01-08 22:33:57,19,0,1,1,21,data/cam6/cam6_20260108_153357.jpg
cam7,2026-01-08 22:33:58,10,2,0,0,12,data/cam7/cam7_20260108_153358.jpg
cam8,2026-01-08 22:33:59,14,4,1,3,22,data/cam8/cam8_20260108_153359.jpg
cam1,2026-01-08 22:38:54,29,15,0,0,44,data/cam1/cam1_20260108_153854.jpg
cam2,2026-01-08 22:38:55,11,3,0,0,14,data/cam2/cam2_20260108_153855.jpg
cam3,2026-01-08 22:38:55,9,2,0,0,11,data/cam3/cam3_20260108_153855.jpg
cam4,2026-01-08 22:38:56,24,3,1,0,28,data/cam4/cam4_20260108_153856.jpg
cam5,2026-01-08 22:38:57,5,14,0,1,20,data/cam5/cam5_20260108_153857.jpg
cam6,2026-01-08 22:38:57,43,3,0,0,46,data/cam6/cam6_20260108_153857.jpg
cam7,2026-01-08 22:38:58,12,4,0,2,18,data/cam7/cam7_20260108_153858.jpg
cam8,2026-01-08 22:38:59,18,2,0,1,21,data/cam8/cam8_20260108_153859.jpg
cam1,2026-01-08 22:43:54,9,10,0,1,20,data/cam1/cam1_20260108_154354.jpg
cam2,2026-01-08 22:43:55,8,3,0,0,11,data/cam2/cam2_20260108_154355.jpg
cam3,2026-01-08 22:43:55,14,3,1,0,18,data/cam3/cam3_20260108_154355.jpg
cam4,2026-01-08 22:43:56,18,3,0,0,21,data/cam4/cam4_20260108_154356.jpg
cam5,2026-01-08 22:43:57,10,8,0,0,18,data/cam5/cam5_20260108_154357.jpg
cam6,2026-01-08 22:43:57,23,3,2,0,28,data/cam6/cam6_20260108_154357.jpg
cam7,2026-01-08 22:43:58,8,1,1,1,11,data/cam7/cam7_20260108_154358.jpg
cam8,2026-01-08 22:43:59,20,4,0,0,24,data/cam8/cam8_20260108_154359.jpg
cam1,2026-01-08 22:48:54,28,7,0,1,36,data/cam1/cam1_20260108_154854.jpg
cam2,2026-01-08 22:48:55,5,4,0,0,9,data/cam2/cam2_20260108_154855.jpg
cam3,2026-01-08 22:48:55,11,0,0,1,12,data/cam3/cam3_20260108_154855.jpg
cam4,2026-01-08 22:48:56,20,10,1,2,33,data/cam4/cam4_20260108_154856.jpg
cam5,2026-01-08 22:48:57,13,11,0,1,25,data/cam5/cam5_20260108_154857.jpg
cam6,2026-01-08 22:48:57,13,3,3,0,19,data/cam6/cam6_20260108_154857.jpg
cam7,2026-01-08 22:48:58,7,3,0,0,10,data/cam7/cam7_20260108_154858.jpg
cam8,2026-01-08 22:48:59,8,5,0,0,13,data/cam8/cam8_20260108_154859.jpg
cam1,2026-01-08 22:53:54,17,16,1,0,34,data/cam1/cam1_20260108_155354.jpg
cam2,2026-01-08 22:53:55,8,5,0,0,13,data/cam2/cam2_20260108_155355.jpg
cam3,2026-01-08 22:53:55,16,2,0,0,18,data/cam3/cam3_20260108_155355.jpg
cam4,2026-01-08 22:53:56,17,2,0,0,19,data/cam4/cam4_20260108_155356.jpg
cam5,2026-01-08 22:53:57,8,6,0,0,14,data/cam5/cam5_20260108_155357.jpg
cam6,2026-01-08 22:53:57,13,5,1,0,19,data/cam6/cam6_20260108_155357.jpg
cam7,2026-01-08 22:53:58,10,3,0,0,13,data/cam7/cam7_20260108_155358.jpg
cam8,2026-01-08 22:53:59,24,1,0,1,26,data/cam8/cam8_20260108_155359.jpg
cam1,2026-01-08 22:58:54,24,16,0,0,40,data/cam1/cam1_20260108_155854.jpg
cam2,2026-01-08 22:58:55,5,1,0,0,6,data/cam2/cam2_20260108_155855.jpg
cam3,2026-01-08 22:58:55,11,1,0,0,12,data/cam3/cam3_20260108_155855.jpg
cam4,2026-01-08 22:58:56,15,2,0,1,18,data/cam4/cam4_20260108_155856.jpg
cam5,2026-01-08 22:58:57,7,18,1,0,26,data/cam5/cam5_20260108_155857.jpg
cam6,2026-01-08 22:58:57,22,7,0,0,29,data/cam6/cam6_20260108_155857.jpg
cam7,2026-01-08 22:58:58,8,0,2,2,12,data/cam7/cam7_20260108_155858.jpg
cam8,2026-01-08 22:58:59,22,5,0,0,27,data/cam8/cam8_20260108_155859.jpg
cam1,2026-01-08 23:03:54,17,10,0,0,27,data/cam1/cam1_20260108_160354.jpg
cam2,2026-01-08 23:03:55,6,4,0,0,10,data/cam2/cam2_20260108_160355.jpg
cam3,2026-01-08 23:03:55,8,5,1,0,14,data/cam3/cam3_20260108_160355.jpg
cam4,2026-01-08 23:03:56,11,1,0,0,12,data/cam4/cam4_20260108_160356.jpg
cam5,2026-01-08 23:03:57,5,15,0,0,20,data/cam5/cam5_20260108_160357.jpg
